attendance,internal_marks,behavior_score,study_hours,final_result,risk_level
86,45,8,5.3,0,Medium
71,41,3,2.4,0,High
87,49,2,1.0,0,High
67,74,5,1.4,0,Medium
56,93,4,2.5,0,High
70,88,5,3.6,1,Medium
47,51,6,4.1,0,High
79,76,3,2.3,0,Low
64,58,1,4.2,0,High
48,74,4,5.7,0,High
41,38,6,4.1,0,High
54,53,2,1.4,0,High
89,44,2,3.7,0,High
42,65,1,3.5,0,High
88,42,9,5.3,0,High
75,73,3,2.4,0,Low
43,65,2,2.8,0,High
53,90,4,3.8,0,High
80,69,6,3.4,1,Low
80,56,1,4.5,0,High
64,30,9,0.7,0,High
97,63,9,3.6,1,Low
94,97,8,1.2,1,Low
89,50,6,2.2,0,Medium
49,62,4,4.1,0,High
60,36,2,1.4,0,High
75,94,8,2.2,1,Low
51,32,7,4.4,0,High
66,80,4,4.1,0,Medium
79,83,3,1.0,0,Low
41,88,6,3.7,0,High
93,35,1,1.3,0,High
52,58,2,1.9,0,High
92,46,7,3.0,0,Medium
71,89,3,1.1,0,Medium
70,51,1,6.0,0,High
55,53,2,1.4,0,High
71,80,9,4.8,1,Medium
71,79,7,5.1,1,Medium
99,40,7,6.0,0,High
73,85,8,2.9,1,Medium
50,71,8,5.3,0,High
49,68,9,5.8,0,High
54,98,2,1.5,0,High
56,77,8,3.1,0,High
79,86,8,0.8,1,Low
57,50,5,3.9,0,High
94,49,5,3.7,0,Medium
48,44,4,1.6,0,High
64,98,5,4.9,0,Medium
79,80,2,0.7,0,High
98,91,2,4.9,0,High
53,66,5,0.6,0,High
99,35,3,4.1,0,High
97,55,1,0.9,0,High
64,37,9,1.9,0,High
89,33,2,4.5,0,High
61,50,2,2.0,0,High
91,60,4,3.3,1,Low
69,50,2,5.5,0,High
59,54,7,0.8,0,High
60,44,1,5.0,0,High
83,64,2,0.9,0,High
71,78,5,1.2,1,Medium
90,72,2,1.2,0,High
85,70,9,6.0,1,Low
88,66,4,1.5,1,Low
95,86,9,5.4,1,Low
60,71,1,6.0,0,High
74,76,1,2.6,0,High
97,90,1,4.0,0,High
71,43,4,4.8,0,High
69,97,9,2.7,0,Medium
94,82,8,1.4,1,Low
78,63,7,2.9,1,Low
88,53,1,4.7,0,High
51,49,3,4.8,0,High
80,98,9,1.8,1,Low
86,59,9,1.5,1,Medium
57,36,5,5.6,0,High
60,65,6,0.7,0,Medium
52,67,6,4.5,0,High
60,81,4,0.8,0,Medium
47,44,1,5.1,0,High
85,75,5,5.5,1,Low
79,52,1,2.1,0,High
85,41,1,0.9,0,High
46,73,5,3.1,0,High
62,44,5,2.1,0,High
83,78,7,2.8,1,Low
71,50,2,4.2,0,High
50,44,6,1.7,0,High
61,43,2,2.5,0,High
61,71,5,4.8,0,Medium
82,44,4,4.0,0,High
64,92,5,2.3,0,Medium
61,97,2,4.2,0,High
67,56,8,4.7,0,Medium
68,82,8,3.8,0,Medium
52,81,6,1.8,0,High
57,92,3,0.5,0,High
41,82,4,4.9,0,High
68,86,1,5.0,0,High
60,81,9,4.3,0,Medium
54,72,5,0.9,0,High
91,36,8,3.7,0,High
66,71,3,5.0,0,Medium
89,33,4,2.6,0,High
70,98,4,1.6,1,Medium
54,34,8,3.7,0,High
90,70,9,5.0,1,Low
62,33,3,0.8,0,High
63,31,7,3.8,0,High
83,96,9,4.0,1,Low
52,50,2,3.8,0,High
61,99,4,4.1,0,Medium
82,72,3,4.0,0,Low
76,98,8,1.2,1,Low
72,38,4,1.8,0,High
95,57,9,3.9,1,Medium
42,55,1,0.6,0,High
93,32,1,4.0,0,High
58,78,4,4.2,0,High
62,46,3,1.8,0,Medium
68,92,3,3.8,0,Medium
69,84,2,3.4,0,High
78,52,2,1.9,0,High
83,63,8,3.0,1,Low
86,98,1,5.5,0,High
64,44,8,2.8,0,High
76,76,3,4.0,0,Low
86,32,2,0.7,0,High
47,57,9,0.9,0,High
81,32,5,0.9,0,High
97,33,5,4.8,0,High
55,60,6,2.4,0,High
47,74,4,1.8,0,High
40,88,7,4.6,0,High
83,74,7,1.4,1,Low
44,66,9,1.9,0,High
42,94,6,2.9,0,High
40,38,1,2.3,0,High
43,46,9,3.7,0,High
79,94,9,2.4,1,Low
74,32,5,2.7,0,High
71,55,7,5.2,1,Medium
81,82,1,5.4,0,High
73,60,4,5.1,1,Medium
82,55,4,5.3,1,Medium
64,52,5,3.6,0,Medium
49,59,6,4.1,0,High
60,39,4,3.6,0,High
85,93,6,4.8,1,Low
78,51,7,3.5,0,Medium
66,44,3,1.1,0,High
66,85,9,5.0,0,Medium
41,49,8,4.7,0,High
80,76,1,5.0,0,High
87,82,2,1.5,0,High
52,82,2,2.0,0,High
48,30,9,2.1,0,High
91,31,9,3.3,0,High
75,87,9,1.2,1,Low
61,48,1,2.6,0,High
81,91,7,1.5,1,Low
65,41,3,2.0,0,High
97,55,9,4.4,1,Medium
93,56,8,5.2,1,Medium
51,58,3,0.6,0,High
56,44,1,3.6,0,High
53,75,9,0.7,0,High
53,30,1,1.0,0,High
96,89,3,4.4,0,Low
73,86,6,4.5,1,Medium
92,32,6,5.0,0,High
96,47,4,3.1,0,Medium
59,81,2,5.2,0,High
50,89,6,1.4,0,High
55,63,5,1.9,0,High
90,89,6,1.2,1,Low
70,55,7,4.9,1,Medium
94,48,9,1.8,0,Medium
45,51,7,1.4,0,High
95,62,4,3.9,1,Low
58,67,5,0.9,0,High
76,64,6,0.7,1,Low
97,96,9,1.1,1,Low
43,39,5,0.5,0,High
86,44,5,4.3,0,High
43,40,7,3.6,0,High
59,53,2,1.7,0,High
49,33,3,1.8,0,High
63,42,2,5.0,0,High
93,86,2,3.3,0,High
74,66,3,4.3,0,Medium
65,77,6,3.0,0,Medium
76,30,5,1.8,0,High
77,89,5,5.8,1,Low
60,41,2,3.6,0,High
93,50,2,1.2,0,High
79,40,1,2.7,0,High
78,73,3,2.3,0,Low
60,87,7,1.7,0,Medium
49,73,5,5.6,0,High
77,63,7,5.3,1,Low
85,54,9,1.6,0,Medium
43,33,6,2.4,0,High
99,93,2,4.7,0,High
96,45,1,1.6,0,High
84,39,1,3.8,0,High
59,95,9,4.3,0,High
56,64,6,4.1,0,High
94,35,6,4.4,0,High
46,48,4,4.4,0,High
43,88,2,5.8,0,High
68,82,3,2.4,0,Medium
53,37,3,5.3,0,High
42,39,8,0.6,0,High
63,96,6,2.1,0,Medium
76,67,7,0.8,1,Low
55,58,9,4.1,0,High
97,44,1,1.1,0,High
94,52,2,5.2,0,High
91,75,9,4.1,1,Low
43,57,5,0.7,0,High
95,55,4,4.4,1,Medium
63,39,1,5.2,0,High
73,76,9,4.1,1,Medium
69,33,9,0.7,0,High
57,84,4,5.2,0,High
58,95,9,4.5,0,High
70,96,1,2.6,0,High
99,36,5,2.3,0,High
99,84,1,3.1,0,High
58,60,4,5.3,0,High
88,48,5,1.9,0,Medium
85,57,3,1.1,0,Medium
58,57,2,5.3,0,High
61,48,6,0.6,0,Medium
63,49,3,5.5,0,Medium
84,42,1,2.2,0,High
51,72,5,3.3,0,High
69,40,2,1.2,0,High
97,77,2,5.5,0,High
77,44,4,4.6,0,High
92,46,4,5.6,0,Medium
70,83,4,4.3,1,Medium
75,79,7,1.5,1,Low
58,57,1,2.2,0,High
87,33,8,3.2,0,High
84,51,9,3.8,0,Medium
75,68,6,5.6,1,Low
69,63,4,2.6,0,Medium
94,73,6,4.4,1,Low
88,71,7,5.8,1,Low
94,69,6,1.3,1,Low
72,41,1,5.2,0,High
57,31,5,2.8,0,High
91,57,8,4.5,1,Medium
88,96,8,2.1,1,Low
98,39,9,2.3,0,High
67,86,4,0.6,0,Medium
98,66,6,5.8,1,Low
86,93,7,5.0,1,Low
50,69,5,1.0,0,High
96,89,8,6.0,1,Low
99,77,3,3.8,0,Low
93,48,8,5.2,0,Medium
84,62,5,0.9,1,Low
72,73,1,2.6,0,High
56,66,6,4.2,0,High
45,65,2,1.1,0,High
43,50,7,3.2,0,High
59,31,9,2.9,0,High
87,60,3,1.7,0,Low
86,59,4,2.2,1,Medium
66,73,4,5.8,0,Medium
54,41,4,2.1,0,High
45,80,3,1.7,0,High
86,78,5,3.4,1,Low
53,53,9,4.2,0,High
99,53,8,4.5,0,Medium
50,89,2,4.6,0,High
78,40,9,0.7,0,High
48,42,2,2.7,0,High
65,93,7,4.8,0,Medium
55,49,5,5.5,0,High
44,57,7,3.8,0,High
96,31,5,0.8,0,High
91,72,6,2.7,1,Low
49,37,8,0.9,0,High
89,42,1,4.6,0,High
42,64,1,0.8,0,High
52,52,5,1.5,0,High
82,75,1,2.8,0,High
88,44,3,3.0,0,High
69,31,9,2.7,0,High
93,90,7,3.0,1,Low
84,93,6,4.4,1,Low
45,81,8,2.5,0,High
56,65,8,3.5,0,High
98,96,6,2.2,1,Low
84,98,4,2.4,1,Low
90,96,4,3.9,1,Low
92,76,4,3.2,1,Low
58,31,6,4.5,0,High
81,73,1,3.6,0,High
74,93,2,4.9,0,High
85,57,6,2.9,1,Medium
65,83,1,3.2,0,High
90,96,9,4.2,1,Low
44,65,6,1.7,0,High
68,92,7,2.6,0,Medium
76,54,1,3.9,0,High
59,77,8,0.7,0,High
88,68,5,2.9,1,Low
60,76,5,3.8,0,Medium
49,50,6,5.8,0,High
44,59,7,5.3,0,High
75,60,7,2.0,1,Low
45,55,5,3.3,0,High
65,51,1,0.8,0,High
43,50,9,1.8,0,High
78,30,6,4.8,0,High
78,66,9,1.2,1,Low
89,75,4,1.9,1,Low
74,38,2,5.7,0,High
40,46,3,5.0,0,High
63,76,4,4.8,0,Medium
96,88,8,5.3,1,Low
75,83,3,4.6,0,Low
45,41,8,1.2,0,High
80,93,6,3.3,1,Low
93,35,4,2.9,0,High
85,82,7,2.2,1,Low
99,45,5,5.1,0,Medium
83,34,5,3.1,0,High
99,75,9,0.8,1,Low
96,43,3,2.0,0,High
70,73,4,1.8,1,Medium
59,92,5,5.4,0,High
63,81,1,4.1,0,High
64,55,7,3.6,0,Medium
75,82,8,3.3,1,Low
60,58,6,4.1,0,Medium
69,48,9,4.7,0,Medium
63,76,3,3.5,0,Medium
83,37,2,5.7,0,High
81,52,5,5.9,0,Medium
69,64,9,6.0,0,Medium
61,82,1,4.2,0,High
67,87,1,5.6,0,High
46,34,3,2.7,0,High
74,45,3,5.2,0,Medium
94,46,5,5.5,0,Medium
67,61,4,5.5,0,Medium
53,81,6,5.1,0,High
95,49,8,2.7,0,Medium
49,95,8,1.4,0,High
55,30,4,2.3,0,High
55,87,1,4.7,0,High
93,73,7,1.8,1,Low
70,35,6,3.1,0,High
81,79,5,3.6,1,Low
64,49,4,3.8,0,Medium
52,43,6,5.6,0,High
45,34,8,4.1,0,High
83,70,6,4.8,1,Low
48,69,3,3.7,0,High
84,63,9,5.1,1,Low
75,74,3,2.0,0,Low
95,56,4,1.7,1,Medium
82,73,5,5.6,1,Low
59,62,2,4.3,0,High
57,62,2,4.2,0,High
97,73,6,3.1,1,Low
82,49,2,2.6,0,High
96,65,1,3.6,0,High
60,36,8,1.2,0,High
43,61,1,3.0,0,High
89,96,6,3.0,1,Low
72,68,1,3.5,0,High
66,53,8,4.0,0,Medium
46,99,5,5.8,0,High
45,83,3,4.1,0,High
54,67,5,5.4,0,High
57,61,1,3.6,0,High
71,74,1,3.9,0,High
95,90,4,0.9,1,Low
50,99,9,1.2,0,High
59,82,9,3.7,0,High
63,80,1,2.7,0,High
54,85,3,4.9,0,High
87,56,4,3.5,1,Medium
46,67,2,5.4,0,High
60,91,7,5.8,0,Medium
81,47,3,1.3,0,Medium
65,93,1,2.7,0,High
83,59,1,4.2,0,High
95,78,3,2.2,0,Low
53,70,6,2.0,0,High
96,42,4,5.0,0,High
76,63,1,5.9,0,High
97,54,7,4.8,0,Medium
60,95,2,3.4,0,High
57,47,5,2.9,0,High
44,34,8,3.5,0,High
42,48,7,3.0,0,High
62,71,8,3.3,0,Medium
65,47,6,1.6,0,Medium
76,61,7,5.5,1,Low
63,50,9,4.6,0,Medium
88,39,6,4.2,0,High
58,66,9,5.7,0,High
90,78,2,2.1,0,High
64,42,2,0.9,0,High
60,84,2,5.0,0,High
51,46,6,6.0,0,High
96,38,2,3.7,0,High
80,73,3,0.8,0,Low
72,75,8,4.8,1,Medium
89,37,8,0.9,0,High
92,66,4,3.5,1,Low
43,48,9,2.0,0,High
81,92,8,5.5,1,Low
96,75,1,3.0,0,High
46,55,8,5.4,0,High
61,75,1,2.1,0,High
94,75,4,2.6,1,Low
72,43,6,5.7,0,High
56,92,7,1.6,0,High
63,32,4,3.7,0,High
73,57,8,2.6,1,Medium
67,58,8,4.8,0,Medium
97,47,9,1.2,0,Medium
82,64,6,2.9,1,Low
80,76,4,4.3,1,Low
78,34,2,2.7,0,High
61,88,7,0.8,0,Medium
88,88,3,4.4,0,Low
56,76,3,3.3,0,High
73,42,3,0.6,0,High
45,62,4,3.9,0,High
85,91,2,5.6,0,High
45,45,5,1.1,0,High
73,73,3,3.7,0,Medium
40,87,5,4.5,0,High
49,35,7,0.9,0,High
60,44,9,0.6,0,High
44,33,2,3.1,0,High
41,85,9,4.9,0,High
61,93,6,1.4,0,Medium
87,97,6,5.1,1,Low
96,63,3,4.1,0,Low
41,85,9,2.3,0,High
49,61,4,3.3,0,High
73,38,5,5.8,0,High
55,92,3,1.7,0,High
87,62,5,3.2,1,Low
90,50,8,3.9,0,Medium
78,84,8,1.3,1,Low
61,86,8,0.7,0,Medium
51,31,6,0.6,0,High
63,42,1,2.3,0,High
86,33,6,0.9,0,High
79,79,7,4.9,1,Low
77,77,9,6.0,1,Low
99,59,8,0.8,1,Medium
98,58,8,2.9,1,Medium
49,37,7,0.6,0,High
74,41,2,1.2,0,High
90,70,1,2.3,0,High
88,55,2,2.7,0,High
71,79,6,5.7,1,Medium
46,31,2,2.7,0,High
60,84,4,3.2,0,Medium
59,85,3,1.9,0,High
65,43,6,0.5,0,High
43,35,8,5.4,0,High
85,90,6,0.9,1,Low
91,41,2,5.8,0,High
61,42,5,1.2,0,High
54,48,6,3.8,0,High
95,73,9,6.0,1,Low
79,88,6,1.3,1,Low
60,66,5,2.8,0,Medium
54,54,1,4.8,0,High
61,45,5,0.7,0,Medium
91,67,5,4.3,1,Low
67,72,6,0.9,0,Medium
53,43,7,1.8,0,High
66,35,4,1.4,0,High
80,52,7,5.5,0,Medium
79,89,5,1.5,1,Low
97,41,6,0.7,0,High
67,42,4,3.7,0,High
65,35,8,2.4,0,High
88,92,9,2.7,1,Low
41,67,2,1.2,0,High
64,79,4,4.6,0,Medium
95,81,8,3.8,1,Low
42,69,8,2.5,0,High
47,37,9,1.4,0,High
83,90,3,3.8,0,Low
72,37,1,4.8,0,High
81,63,9,2.2,1,Low
91,89,1,0.6,0,High
74,86,3,1.7,0,Medium
45,75,3,4.3,0,High
78,51,9,5.9,0,Medium
91,69,1,0.6,0,High
62,74,7,2.2,0,Medium
64,84,2,0.8,0,High
98,80,7,2.2,1,Low
89,34,1,2.7,0,High
82,42,8,5.6,0,High
58,57,2,0.9,0,High
44,91,3,4.8,0,High
90,53,8,2.7,0,Medium
50,36,3,5.0,0,High
95,67,1,3.3,0,High
51,66,9,0.7,0,High
49,97,8,5.7,0,High
47,71,4,1.0,0,High
63,34,8,3.8,0,High
99,93,5,5.3,1,Low
67,79,3,0.9,0,Medium
80,44,1,3.5,0,High
75,82,5,5.0,1,Low
76,54,6,5.9,0,Medium
60,38,4,4.5,0,High
47,67,7,2.0,0,High
94,51,3,4.3,0,Medium
48,78,7,4.4,0,High
86,97,1,4.3,0,High
54,44,7,5.2,0,High
87,94,1,1.0,0,High
85,83,1,1.1,0,High
79,59,2,4.0,0,High
57,49,2,5.7,0,High
81,62,4,3.1,1,Low
99,36,1,5.8,0,High
59,37,4,5.7,0,High
45,57,2,5.5,0,High
51,74,4,5.5,0,High
41,40,4,5.4,0,High
46,60,9,5.0,0,High
55,41,9,4.3,0,High
42,80,1,0.6,0,High
84,73,5,1.2,1,Low
42,79,7,1.2,0,High
66,46,4,0.6,0,Medium
89,64,5,1.1,1,Low
82,30,2,5.6,0,High
79,58,3,4.2,0,Medium
77,80,7,2.2,1,Low
72,93,7,4.9,1,Medium
67,33,4,3.2,0,High
40,57,1,1.3,0,High
94,45,1,5.4,0,High
47,92,4,2.4,0,High
76,82,4,4.3,1,Low
71,46,6,2.1,0,Medium
99,69,7,3.3,1,Low
87,42,9,5.0,0,High
82,81,9,1.4,1,Low
76,87,5,5.9,1,Low
43,66,3,0.9,0,High
69,90,3,3.4,0,Medium
45,63,6,5.5,0,High
85,99,1,5.7,0,High
93,46,7,1.8,0,Medium
58,49,3,1.3,0,High
71,88,5,4.5,1,Medium
48,98,7,0.7,0,High
51,62,7,3.2,0,High
50,46,9,4.9,0,High
85,86,1,3.6,0,High
94,30,3,1.5,0,High
55,42,9,3.2,0,High
40,56,8,5.6,0,High
84,99,2,3.9,0,High
94,88,8,4.5,1,Low
92,35,8,2.3,0,High
60,52,2,1.5,0,High
69,39,8,1.9,0,High
52,80,3,3.4,0,High
73,48,7,2.0,0,Medium
43,80,9,3.5,0,High
67,97,4,4.4,0,Medium
77,71,6,4.5,1,Low
97,86,9,1.4,1,Low
70,97,5,4.6,1,Medium
98,67,1,4.2,0,High
94,91,3,0.6,0,Low
66,36,9,0.8,0,High
44,79,3,4.1,0,High
64,81,2,2.6,0,High
42,55,4,1.3,0,High
72,55,5,0.7,1,Medium
43,48,7,1.4,0,High
64,38,7,5.8,0,High
59,90,9,4.5,0,High
73,49,8,3.4,0,Medium
65,79,2,5.7,0,High
44,51,8,3.9,0,High
74,42,8,4.5,0,High
67,41,5,2.1,0,High
68,39,3,3.7,0,High
48,94,9,1.3,0,High
91,59,7,2.7,1,Medium
77,37,1,0.7,0,High
89,50,8,1.7,0,Medium
45,51,5,0.9,0,High
58,47,6,2.6,0,High
99,95,9,5.1,1,Low
83,77,8,2.6,1,Low
96,73,3,5.1,0,Low
50,38,5,4.1,0,High
41,96,4,3.3,0,High
86,83,1,1.8,0,High
83,55,5,5.6,1,Medium
83,55,7,0.8,1,Medium
48,63,1,4.3,0,High
60,37,4,3.9,0,High
63,39,6,2.9,0,High
73,77,9,1.8,1,Medium
61,84,8,2.9,0,Medium
42,83,2,5.3,0,High
51,69,3,5.1,0,High
67,44,5,5.7,0,High
69,47,7,2.2,0,Medium
65,52,3,2.6,0,Medium
87,91,7,0.6,1,Low
60,75,5,5.7,0,Medium
67,68,6,2.3,0,Medium
95,44,6,2.7,0,High
65,82,4,5.5,0,Medium
72,93,8,3.4,1,Medium
60,92,9,3.6,0,Medium
74,45,2,1.5,0,High
91,99,9,3.2,1,Low
73,95,4,5.6,1,Medium
80,42,6,3.6,0,High
90,76,7,1.9,1,Low
86,38,4,0.7,0,High
57,92,8,2.3,0,High
97,63,8,3.6,1,Low
50,58,1,0.7,0,High
96,66,8,3.9,1,Low
62,72,3,3.4,0,Medium
87,93,5,4.8,1,Low
61,53,8,0.7,0,Medium
56,63,6,4.8,0,High
44,77,4,3.4,0,High
83,41,4,2.5,0,High
50,52,4,5.8,0,High
69,42,6,1.4,0,High
54,74,7,3.5,0,High
66,94,5,2.3,0,Medium
74,76,8,3.4,1,Medium
72,87,7,3.5,1,Medium
59,34,8,1.0,0,High
55,34,4,4.1,0,High
73,89,8,4.0,1,Medium
41,50,6,4.7,0,High
74,53,3,1.0,0,Medium
79,47,8,2.1,0,Medium
95,50,7,4.1,0,Medium
67,83,5,1.3,0,Medium
86,39,4,4.2,0,High
78,53,1,0.8,0,High
45,89,3,2.3,0,High
48,86,2,5.2,0,High
59,52,8,4.8,0,High
99,51,8,4.0,0,Medium
40,97,5,5.3,0,High
47,63,5,4.4,0,High
94,99,4,3.4,1,Low
62,57,1,5.9,0,High
42,68,1,4.3,0,High
43,71,6,3.8,0,High
97,52,4,2.7,0,Medium
64,99,4,5.5,0,Medium
86,31,3,2.1,0,High
77,53,9,0.6,0,Medium
54,46,3,1.6,0,High
60,94,8,1.1,0,Medium
74,99,2,2.3,0,High
96,98,4,5.0,1,Low
92,89,1,4.1,0,High
92,79,5,1.4,1,Low
85,41,2,4.8,0,High
91,76,1,3.3,0,High
53,96,1,3.3,0,High
75,94,2,2.5,0,High
51,56,5,5.3,0,High
56,77,9,2.3,0,High
78,91,6,1.0,1,Low
48,73,4,2.2,0,High
74,48,3,4.4,0,Medium
99,88,8,4.1,1,Low
52,37,3,1.5,0,High
54,84,1,1.1,0,High
57,76,4,4.1,0,High
90,31,5,4.2,0,High
72,68,5,2.5,1,Medium
45,74,5,5.1,0,High
98,61,8,5.9,1,Low
66,94,8,1.6,0,Medium
62,67,4,3.7,0,Medium
98,40,9,0.5,0,High
66,39,1,4.4,0,High
73,88,5,2.8,1,Medium
95,84,5,1.6,1,Low
85,49,5,4.6,0,Medium
77,46,8,5.0,0,Medium
53,97,9,1.1,0,High
75,34,3,0.7,0,High
92,89,9,2.3,1,Low
47,52,8,3.9,0,High
74,75,3,4.9,0,Medium
58,81,2,3.5,0,High
69,39,4,3.7,0,High
53,75,2,4.9,0,High
98,57,4,3.4,1,Medium
59,72,5,3.9,0,High
88,55,2,3.3,0,High
64,84,8,5.3,0,Medium
79,77,1,1.8,0,High
63,58,3,2.0,0,Medium
53,56,7,1.2,0,High
65,47,1,5.0,0,High
77,89,2,2.8,0,High
62,98,3,2.4,0,Medium
61,50,2,5.9,0,High
87,53,2,5.6,0,High
96,32,6,5.8,0,High
58,91,7,1.3,0,High
85,31,6,5.4,0,High
90,95,6,2.3,1,Low
42,71,9,0.6,0,High
81,63,8,2.7,1,Low
58,71,8,3.3,0,High
48,49,6,1.1,0,High
67,97,5,3.5,0,Medium
59,74,9,5.0,0,High
84,71,2,2.6,0,High
46,76,7,2.4,0,High
53,34,6,2.4,0,High
48,78,7,5.6,0,High
98,66,4,0.8,1,Low
99,63,9,2.9,1,Low
94,99,7,2.0,1,Low
96,47,2,5.4,0,High
99,48,4,1.0,0,Medium
58,69,5,2.8,0,High
86,46,2,2.7,0,High
91,89,8,5.4,1,Low
53,71,1,1.7,0,High
95,94,3,4.0,0,Low
77,82,1,1.2,0,High
92,36,5,5.7,0,High
75,34,8,3.8,0,High
79,53,7,3.9,0,Medium
56,57,9,2.9,0,High
69,91,2,2.4,0,High
48,46,8,1.7,0,High
72,49,8,3.8,0,Medium
95,32,6,5.8,0,High
91,66,3,2.5,0,Low
64,44,2,5.4,0,High
53,80,8,1.3,0,High
50,77,6,5.6,0,High
92,37,4,2.4,0,High
74,42,5,2.6,0,High
80,77,5,3.0,1,Low
98,32,9,4.5,0,High
53,94,9,4.5,0,High
69,60,8,3.1,0,Medium
80,55,8,3.4,1,Medium
43,85,2,0.7,0,High
98,63,3,2.2,0,Low
43,38,8,2.4,0,High
67,91,5,3.6,0,Medium
47,42,7,3.6,0,High
41,98,8,4.4,0,High
80,70,6,4.4,1,Low
85,30,5,1.8,0,High
61,76,8,4.7,0,Medium
80,33,1,0.6,0,High
95,92,1,4.4,0,High
94,81,1,1.1,0,High
55,39,3,4.5,0,High
68,57,6,3.4,0,Medium
88,35,6,2.9,0,High
87,56,5,4.3,1,Medium
69,41,7,0.7,0,High
51,91,5,1.7,0,High
74,81,2,3.9,0,High
50,77,4,5.2,0,High
85,96,1,2.6,0,High
89,75,7,1.9,1,Low
60,44,4,3.4,0,High
60,65,4,3.9,0,Medium
44,43,4,2.8,0,High
87,32,3,5.3,0,High
59,96,8,3.4,0,High
76,48,4,0.7,0,Medium
42,83,8,1.7,0,High
83,98,9,3.0,1,Low
72,39,1,4.3,0,High
92,62,4,1.7,1,Low
48,42,6,5.9,0,High
48,80,8,2.3,0,High
43,61,6,3.4,0,High
74,53,6,0.6,0,Medium
56,64,4,5.4,0,High
73,99,9,4.8,1,Medium
63,69,7,1.6,0,Medium
71,83,6,5.6,1,Medium
40,73,1,2.2,0,High
47,91,2,4.3,0,High
84,97,6,5.0,1,Low
62,62,1,4.6,0,High
86,85,5,5.5,1,Low
79,65,1,5.3,0,High
51,83,3,6.0,0,High
93,48,7,1.5,0,Medium
51,72,5,2.2,0,High
85,41,1,4.0,0,High
86,40,1,4.5,0,High
54,99,8,3.4,0,High
80,41,9,0.9,0,High
58,70,7,5.1,0,High
65,54,3,5.8,0,Medium
91,32,6,2.7,0,High
68,32,3,1.7,0,High
61,57,4,0.6,0,Medium
79,52,4,1.8,0,Medium
60,77,3,4.3,0,Medium
90,96,6,5.5,1,Low
77,71,5,1.0,1,Low
59,69,9,3.5,0,High
96,35,9,4.3,0,High
68,49,3,2.0,0,Medium
90,40,9,3.6,0,High
43,56,3,4.4,0,High
94,50,4,5.1,0,Medium
46,42,1,3.0,0,High
67,64,5,4.6,0,Medium
67,76,9,2.2,0,Medium
43,57,2,1.7,0,High
61,50,4,1.5,0,Medium
51,47,2,2.5,0,High
84,60,8,0.7,1,Low
42,89,9,2.1,0,High
61,66,3,4.1,0,Medium
83,50,9,4.1,0,Medium
41,43,6,0.9,0,High
63,89,6,2.1,0,Medium
73,52,7,3.6,0,Medium
66,58,5,2.3,0,Medium
94,76,6,2.8,1,Low
80,59,1,4.4,0,High
40,67,3,0.6,0,High
47,56,9,2.0,0,High
62,44,5,1.3,0,High
77,88,5,1.2,1,Low
45,32,8,5.8,0,High
61,39,2,2.6,0,High
64,46,7,3.4,0,Medium
57,40,9,4.5,0,High
56,77,7,0.8,0,High
51,34,5,1.8,0,High
45,98,6,5.1,0,High
65,93,4,5.2,0,Medium
66,43,7,2.6,0,High
47,79,1,2.6,0,High
58,55,4,4.7,0,High
99,98,3,2.1,0,Low
81,36,4,1.1,0,High
40,45,1,1.9,0,High
96,84,2,2.6,0,High
68,85,9,0.8,0,Medium
84,33,7,3.1,0,High
88,77,6,4.6,1,Low
74,46,2,3.3,0,High
79,65,1,0.9,0,High
53,99,2,2.9,0,High
74,67,7,4.4,1,Medium
87,91,2,0.8,0,High
84,77,3,0.8,0,Low
59,39,8,2.5,0,High
95,65,7,1.6,1,Low
88,58,9,5.6,1,Medium
52,33,4,3.7,0,High
77,73,7,2.1,1,Low
88,85,1,4.4,0,High
85,71,2,2.6,0,High
88,42,7,1.2,0,High
47,75,2,1.8,0,High
82,62,6,4.0,1,Low
59,50,9,0.8,0,High
99,86,5,2.0,1,Low
72,98,7,1.6,1,Medium
65,99,1,1.6,0,High
78,96,8,4.3,1,Low
60,77,9,5.0,0,Medium
92,62,5,4.4,1,Low
88,65,6,4.1,1,Low
81,62,8,5.5,1,Low
82,60,4,0.8,1,Low
93,50,2,1.4,0,High
80,56,8,2.8,1,Medium
48,91,2,2.5,0,High
63,55,5,2.8,0,Medium
76,95,6,1.6,1,Low
88,41,5,1.3,0,High
80,51,6,3.3,0,Medium
56,46,6,5.6,0,High
63,36,3,2.7,0,High
60,97,3,0.7,0,Medium
90,66,9,4.4,1,Low
98,67,3,2.1,0,Low
78,40,3,1.8,0,High
94,30,2,2.3,0,High
80,54,7,4.5,0,Medium
78,71,4,5.0,1,Low
52,81,1,3.7,0,High
50,53,6,2.3,0,High
85,82,5,2.2,1,Low
58,85,2,1.2,0,High
50,92,6,5.6,0,High
52,37,1,4.0,0,High
85,88,3,0.6,0,Low
84,74,4,4.1,1,Low
40,56,3,3.0,0,High
79,81,6,5.8,1,Low
83,47,4,5.0,0,Medium
58,45,1,1.4,0,High
51,95,5,4.5,0,High
47,34,5,3.2,0,High
47,32,9,1.5,0,High
92,99,8,4.3,1,Low
84,36,8,3.5,0,High
51,79,5,0.7,0,High
87,43,8,4.1,0,High
72,67,7,4.0,1,Medium
84,76,1,1.3,0,High
65,62,7,2.4,0,Medium
78,72,8,3.7,1,Low
67,58,3,1.3,0,Medium
97,86,9,5.2,1,Low
